index,Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre,index,Artist,artist_start_year,artist_end_year,artist_career_length,years_since_debut
4076,Chestnut Mare,The Byrds,1970,307173,4,0.39,0.595,2,-9.582,1,0.0395,0.102,0.0,0.111,0.298,123.163,26,Folk,2514,The Byrds,1965,1970,5,5
4077,Away We Go Again,The Chieftains,1995,382626,4,0.446,0.345,7,-16.342,1,0.0805,0.662,0.0474,0.327,0.265,106.516,9,Folk,2531,The Chieftains,1995,2002,7,0
4078,The Foggy Dew (with Sinéad O'Connor),The Chieftains,1995,320773,4,0.258,0.317,4,-12.626,0,0.038,0.497,0.000251,0.113,0.161,90.675,48,Folk,2531,The Chieftains,1995,2002,7,0
4079,The Rocky Road to Dublin (with The Rolling Stones),The Chieftains,1995,304546,3,0.444,0.841,7,-8.674,1,0.0363,0.292,0.391,0.298,0.767,127.13,22,Folk,2531,The Chieftains,1995,2002,7,0
4080,"Mo Ghile Mear (""Our Hero"") (with Sting)",The Chieftains,2002,199653,3,0.189,0.431,9,-10.469,1,0.0388,0.697,0.0,0.11,0.52,73.136,32,Folk,2531,The Chieftains,1995,2002,7,7
4081,O'Sullivan's March,The Chieftains,2002,238133,4,0.439,0.405,11,-10.383,0,0.107,0.689,0.0898,0.106,0.338,85.851,18,Folk,2531,The Chieftains,1995,2002,7,7
4082,"Beer,Beer,Beer",The Clancy Brothers,1960,120000,4,0.7,0.633,2,-11.718,1,0.325,0.77,0.0,0.0943,0.842,128.115,40,Folk,2536,The Clancy Brothers,1960,1984,24,0
4083,"Irish Rover (with Tommy Makem) - Live at Gate of Horn,Chicago,IL - 1961",The Clancy Brothers,1961,131306,4,0.743,0.381,7,-11.604,1,0.0697,0.685,0.0,0.622,0.534,131.403,8,Folk,2536,The Clancy Brothers,1960,1984,24,1
4084,The Irish Rover,The Clancy Brothers,1961,137626,4,0.757,0.494,10,-9.429,1,0.0639,0.247,0.0,0.256,0.82,132.886,20,Folk,2536,The Clancy Brothers,1960,1984,24,1
4085,The Leaving Of Liverpool,The Clancy Brothers,1961,235066,4,0.485,0.0844,0,-18.294,1,0.0318,0.313,1.78e-06,0.157,0.608,150.967,13,Folk,2536,The Clancy Brothers,1960,1984,24,1
4086,The Parting Glass (with Tommy Makem),The Clancy Brothers,1961,131493,5,0.264,0.0377,3,-27.202,1,0.0578,0.958,0.00111,0.869,0.351,167.098,32,Folk,2536,The Clancy Brothers,1960,1984,24,1
4087,The Rising of the Moon,The Clancy Brothers,1961,148773,4,0.631,0.0951,0,-14.698,1,0.0516,0.975,0.176,0.172,0.389,91.258,18,Folk,2536,The Clancy Brothers,1960,1984,24,1
4088,Tim Finnegan's Wake (with Tommy Makem),The Clancy Brothers,1961,189440,4,0.662,0.398,0,-17.986,1,0.565,0.907,0.0,0.721,0.506,122.114,26,Folk,2536,The Clancy Brothers,1960,1984,24,1
4089,"Wild Rover (Live at New York,1984)",The Clancy Brothers,1984,254200,4,0.421,0.612,5,-15.344,1,0.0602,0.806,0.0,0.84,0.37,78.92,9,Folk,2536,The Clancy Brothers,1960,1984,24,24
4090,A Pub with No Beer,The Dubliners,1961,147373,3,0.296,0.585,7,-10.941,1,0.0519,0.575,0.366,0.234,0.939,163.861,30,Folk,2572,The Dubliners,1961,1968,7,0
4091,Black Velvet Band,The Dubliners,1967,269480,3,0.413,0.479,7,-10.829,1,0.035,0.781,0.0,0.364,0.888,167.813,47,Folk,2572,The Dubliners,1961,1968,7,6
4092,Molly Malone,The Dubliners,1967,178560,3,0.49,0.324,0,-8.287,1,0.0273,0.841,0.0,0.123,0.381,110.958,44,Folk,2572,The Dubliners,1961,1968,7,6
4093,Seven Drunken Nights,The Dubliners,1967,196506,5,0.565,0.485,9,-11.136,1,0.0539,0.562,2.04e-06,0.217,0.918,117.781,45,Folk,2572,The Dubliners,1961,1968,7,6
4094,The Parting Glass,The Dubliners,1967,111666,4,0.683,0.242,9,-10.241,0,0.0828,0.85,0.0,0.309,0.644,83.197,25,Folk,2572,The Dubliners,1961,1968,7,6
4095,The Rocky Road to Dublin - Live,The Dubliners,1967,154986,3,0.625,0.836,11,-6.416,0,0.383,0.867,0.00218,0.684,0.92,142.749,50,Folk,2572,The Dubliners,1961,1968,7,6
4096,The Wild Rover,The Dubliners,1967,249093,3,0.295,0.678,7,-7.702,1,0.249,0.827,0.0,0.429,0.765,177.859,42,Folk,2572,The Dubliners,1961,1968,7,6
4097,Whiskey in the Jar,The Dubliners,1967,178533,4,0.551,0.834,0,-5.238,1,0.0467,0.795,0.148,0.309,0.661,108.145,51,Folk,2572,The Dubliners,1961,1968,7,6
4098,I'll Tell Me Ma,The Dubliners,1968,150133,4,0.516,0.585,9,-10.682,1,0.0395,0.61,1.25e-05,0.291,0.885,121.697,0,Folk,2572,The Dubliners,1961,1968,7,7
4099,Blood On the Coal,The Folksmen,2003,187400,4,0.607,0.49,9,-10.211,0,0.0327,0.677,0.0,0.165,0.755,115.72,16,Folk,2595,The Folksmen,2003,2003,0,0
4100,Never Did No Wanderin',The Folksmen,2003,184000,4,0.65,0.435,2,-11.144,1,0.0292,0.641,0.0,0.0988,0.78,133.726,18,Folk,2595,The Folksmen,2003,2003,0,0
4101,Old Joe's Place,The Folksmen,2003,129693,4,0.629,0.617,0,-8.794,1,0.0515,0.605,0.0,0.147,0.807,109.05,20,Folk,2595,The Folksmen,2003,2003,0,0
4102,The Fields Of Athenry,The High Kings,2008,246880,4,0.564,0.411,5,-6.241,1,0.0266,0.798,0.0,0.167,0.408,124.914,30,Folk,2615,The High Kings,2008,2008,0,0
4103,The Parting Glass,The High Kings,2008,253040,1,0.289,0.255,3,-10.153,1,0.0291,0.115,0.0,0.125,0.367,92.472,43,Folk,2615,The High Kings,2008,2008,0,0
4104,Against the Wind,The Highwaymen,1980,228160,4,0.72,0.424,4,-17.83,1,0.0357,0.51,2.58e-05,0.0712,0.582,110.811,54,Folk,2616,The Highwaymen,1961,1990,29,19
4105,Desperados Waiting for a Train,The Highwaymen,1985,276613,4,0.607,0.2,2,-18.367,1,0.0411,0.667,0.0,0.087,0.148,146.649,44,Folk,2616,The Highwaymen,1961,1990,29,24
4106,Highwayman,The Highwaymen,1985,182653,4,0.67,0.351,2,-16.842,1,0.0463,0.48,0.0176,0.115,0.45,101.384,68,Folk,2616,The Highwaymen,1961,1990,29,24
4107,"Jim,I Wore a Tie Today",The Highwaymen,1985,201480,4,0.678,0.223,0,-19.246,1,0.0352,0.74,0.000302,0.157,0.31,74.316,31,Folk,2616,The Highwaymen,1961,1990,29,24
4108,Silver Stallion,The Highwaymen,1985,192426,4,0.625,0.523,1,-14.647,0,0.0311,0.526,0.0564,0.252,0.723,148.03,57,Folk,2616,The Highwaymen,1961,1990,29,24
4109,The Last Cowboy Song,The Highwaymen,1985,190560,3,0.596,0.176,2,-20.332,1,0.0452,0.729,0.0,0.163,0.502,126.303,47,Folk,2616,The Highwaymen,1961,1990,29,24
4110,The Road Goes On Forever,The Highwaymen,1985,281400,4,0.714,0.633,2,-9.912,1,0.046,0.597,1.23e-05,0.0591,0.672,111.583,51,Folk,2616,The Highwaymen,1961,1990,29,24
4111,"Me and Bobby McGee - Live at Nassau Coliseum,Uniondale,NY - March 1990",The Highwaymen,1990,298600,4,0.533,0.9,7,-7.675,1,0.0503,0.351,0.000417,0.831,0.75,149.369,45,Folk,2616,The Highwaymen,1961,1990,29,29
4112,A Worried Man - Remastered,The Kingston Trio,1961,207333,4,0.616,0.298,2,-17.204,1,0.0427,0.788,8.85e-05,0.119,0.585,100.04,25,Folk,2651,The Kingston Trio,1958,1990,32,3
4113,El Matador,The Kingston Trio,1961,147093,4,0.554,0.364,5,-9.397,0,0.0275,0.853,0.000321,0.24,0.445,81.978,18,Folk,2651,The Kingston Trio,1958,1990,32,3
4114,Greenback Dollar,The Kingston Trio,1961,172200,4,0.7,0.322,7,-14.241,1,0.0774,0.864,0.0,0.123,0.847,143.505,37,Folk,2651,The Kingston Trio,1958,1990,32,3
4115,M.T.A.,The Kingston Trio,1961,193386,4,0.713,0.548,9,-8.807,1,0.0455,0.261,0.0,0.197,0.901,144.623,34,Folk,2651,The Kingston Trio,1958,1990,32,3
4116,Reverend Mr. Black,The Kingston Trio,1961,184200,4,0.573,0.309,5,-16.006,1,0.0502,0.907,0.0,0.356,0.651,93.044,24,Folk,2651,The Kingston Trio,1958,1990,32,3
4117,Scotch And Soda,The Kingston Trio,1961,153293,4,0.543,0.0439,0,-19.752,1,0.041,0.8,0.0,0.119,0.34,102.493,32,Folk,2651,The Kingston Trio,1958,1990,32,3
4118,Sloop John B,The Kingston Trio,1961,211893,4,0.572,0.0748,2,-19.811,1,0.0578,0.799,1.91e-05,0.118,0.557,142.721,30,Folk,2651,The Kingston Trio,1958,1990,32,3
4119,The Tijuana Jail - 1990 Digital Remaster,The Kingston Trio,1961,170906,4,0.451,0.263,7,-13.567,1,0.0313,0.795,0.0,0.108,0.62,155.891,28,Folk,2651,The Kingston Trio,1958,1990,32,3
4120,Tom Dooley,The Kingston Trio,1961,183973,4,0.649,0.144,4,-13.986,1,0.0418,0.806,4.55e-06,0.105,0.458,125.74,41,Folk,2651,The Kingston Trio,1958,1990,32,3
4121,Where Have All The Flowers Gone? - Remastered,The Kingston Trio,1961,184293,4,0.605,0.125,10,-20.93,1,0.034,0.913,4.37e-06,0.205,0.623,130.907,42,Folk,2651,The Kingston Trio,1958,1990,32,3
4122,There's A Meeting Here Tonight - Performed Live On The Ed Sullivan Show 12/18/60,The Limeliters,1960,113346,4,0.625,0.847,4,-10.025,1,0.469,0.909,0.00171,0.706,0.322,120.472,1,Folk,2659,The Limeliters,1960,1962,2,0
4123,America the Beautiful / This Land Is Your Land,The Limeliters,1962,229426,4,0.303,0.259,5,-15.224,1,0.0431,0.56,0.0,0.7,0.568,180.271,4,Folk,2659,The Limeliters,1960,1962,2,2
4124,Take My True Love by the Hand,The Limeliters,1962,180600,4,0.624,0.203,6,-11.017,1,0.0346,0.929,4.29e-06,0.0881,0.34,117.078,40,Folk,2659,The Limeliters,1960,1962,2,2
4125,California Dreamin' - Single Version,The Mamas & The Papas,1965,162373,4,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,80,Folk,2665,The Mamas & The Papas,1965,1968,3,0
4126,I Call Your Name,The Mamas & The Papas,1966,158933,4,0.408,0.43,2,-11.287,1,0.0342,0.823,0.0,0.153,0.621,107.455,47,Folk,2665,The Mamas & The Papas,1965,1968,3,1
4127,Look Through My Window,The Mamas & The Papas,1966,187480,4,0.363,0.434,10,-7.688,1,0.0273,0.608,0.0,0.334,0.372,105.264,32,Folk,2665,The Mamas & The Papas,1965,1968,3,1
4128,"Monday,Monday - Single Version",The Mamas & The Papas,1966,208293,4,0.488,0.464,1,-9.496,1,0.0284,0.742,0.0,0.57,0.709,109.853,64,Folk,2665,The Mamas & The Papas,1965,1968,3,1
4129,Words Of Love - Single Version,The Mamas & The Papas,1966,135893,4,0.444,0.704,10,-6.679,0,0.0453,0.6,0.0,0.235,0.595,115.942,40,Folk,2665,The Mamas & The Papas,1965,1968,3,1
4130,Creeque Alley - Single Version,The Mamas & The Papas,1967,228680,4,0.615,0.754,4,-6.104,1,0.0379,0.721,0.0,0.077,0.786,145.299,49,Folk,2665,The Mamas & The Papas,1965,1968,3,2
4131,Dedicated To The One I Love,The Mamas & The Papas,1967,178733,4,0.396,0.452,7,-8.809,1,0.0326,0.814,0.0,0.192,0.307,103.264,61,Folk,2665,The Mamas & The Papas,1965,1968,3,2
4132,Dream A Little Dream Of Me,The Mamas & The Papas,1968,192840,4,0.548,0.234,7,-16.535,1,0.0424,0.892,1.01e-06,0.11,0.34,132.244,34,Folk,2665,The Mamas & The Papas,1965,1968,3,3
4133,Everybody Loves Saturday Night,The New Christy Minstrels,1963,190400,4,0.524,0.822,4,-9.432,1,0.083,0.439,0.0,0.427,0.635,110.924,10,Folk,2690,The New Christy Minstrels,1963,1963,0,0
4134,"Green,Green",The New Christy Minstrels,1963,127346,4,0.628,0.783,5,-10.317,1,0.0385,0.471,0.0,0.0922,0.897,140.475,28,Folk,2690,The New Christy Minstrels,1963,1963,0,0
4135,"Ride,Ride,Ride",The New Christy Minstrels,1963,102080,4,0.61,0.681,2,-10.062,1,0.037,0.57,0.0,0.514,0.835,77.213,14,Folk,2690,The New Christy Minstrels,1963,1963,0,0
4136,The Little Drummer Boy,The New Christy Minstrels,1963,180053,4,0.568,0.524,2,-11.394,1,0.0754,0.694,1.87e-05,0.138,0.138,144.499,0,Folk,2690,The New Christy Minstrels,1963,1963,0,0
4137,This Land Is Your Land,The New Christy Minstrels,1963,135773,4,0.567,0.554,6,-10.118,1,0.0312,0.572,3.72e-06,0.185,0.847,115.411,12,Folk,2690,The New Christy Minstrels,1963,1963,0,0
4138,Today,The New Christy Minstrels,1963,163800,3,0.415,0.242,0,-15.81,1,0.028,0.904,0.0,0.096,0.364,98.759,31,Folk,2690,The New Christy Minstrels,1963,1963,0,0
4139,Bowling Green,The New Lost City Ramblers,1963,110520,4,0.487,0.317,11,-20.005,1,0.0354,0.694,0.000312,0.182,0.473,141.126,26,Folk,2692,The New Lost City Ramblers,1963,1963,0,0
4140,Charley He's a Good Ol' Man,The New Lost City Ramblers,1963,132973,4,0.624,0.318,7,-13.209,1,0.0384,0.973,0.000229,0.165,0.887,108.407,2,Folk,2692,The New Lost City Ramblers,1963,1963,0,0
4141,East Virginia Blues - Live,The New Lost City Ramblers,1963,167933,4,0.342,0.404,5,-12.43,1,0.0331,0.749,0.00239,0.621,0.776,196.234,0,Folk,2692,The New Lost City Ramblers,1963,1963,0,0
4142,Little Birdie - Live,The New Lost City Ramblers,1963,151506,4,0.587,0.576,9,-9.506,1,0.0323,0.859,7.17e-06,0.929,0.886,122.128,0,Folk,2692,The New Lost City Ramblers,1963,1963,0,0
4143,Old Joe Clark,The New Lost City Ramblers,1963,151866,4,0.543,0.353,4,-17.516,1,0.0388,0.867,0.92,0.158,0.936,128.929,0,Folk,2692,The New Lost City Ramblers,1963,1963,0,0
4144,Big Nuthin',The Roches,1979,280933,4,0.549,0.688,3,-6.182,1,0.029,0.728,0.0,0.154,0.57,87.082,15,Folk,2737,The Roches,1979,1979,0,0
4145,Hammond Song,The Roches,1979,345200,4,0.397,0.195,3,-11.475,1,0.0286,0.719,0.00119,0.0958,0.128,143.728,41,Folk,2737,The Roches,1979,1979,0,0
4146,Quitting Time,The Roches,1979,259200,4,0.297,0.168,11,-14.368,1,0.0309,0.485,0.000412,0.0998,0.431,136.7,20,Folk,2737,The Roches,1979,1979,0,0
4147,The Train,The Roches,1979,210106,4,0.613,0.0782,4,-16.198,1,0.045,0.7,0.0,0.116,0.686,119.381,21,Folk,2737,The Roches,1979,1979,0,0
4148,Tom Cat,The Rooftop Singers,1963,129000,4,0.675,0.559,8,-10.136,1,0.0434,0.759,0.00227,0.0721,0.924,142.763,13,Folk,2741,The Rooftop Singers,1963,1963,0,0
4149,Walk Right In,The Rooftop Singers,1963,157266,4,0.681,0.66,3,-10.426,1,0.0319,0.791,0.0364,0.0669,0.965,130.019,43,Folk,2741,The Rooftop Singers,1963,1963,0,0
4150,A World of Our Own,The Seekers,1965,163200,4,0.599,0.511,10,-10.072,1,0.0294,0.482,2.03e-05,0.306,0.779,88.229,39,Folk,2751,The Seekers,1965,1967,2,0
4151,A World of Our Own - Stereo; 2009 Remaster,The Seekers,1965,164653,4,0.437,0.583,10,-8.9,1,0.032,0.159,0.0,0.138,0.832,176.212,22,Folk,2751,The Seekers,1965,1967,2,0
4152,I'll Never Find Another You,The Seekers,1965,162320,4,0.567,0.672,10,-7.666,1,0.0336,0.75,0.0837,0.367,0.79,126.509,50,Folk,2751,The Seekers,1965,1967,2,0
4153,The Carnival Is Over,The Seekers,1965,192853,3,0.422,0.398,2,-10.291,1,0.0266,0.348,0.0,0.177,0.468,75.513,41,Folk,2751,The Seekers,1965,1967,2,0
4154,Colours of My Life - Mono; 1999 Remaster,The Seekers,1966,164600,4,0.366,0.388,0,-9.621,1,0.0288,0.681,0.0,0.107,0.472,116.1,25,Folk,2751,The Seekers,1965,1967,2,1
4155,Georgy Girl,The Seekers,1966,140440,4,0.515,0.496,4,-7.446,1,0.0324,0.265,0.0,0.182,0.651,153.582,52,Folk,2751,The Seekers,1965,1967,2,1
4156,Beans In My Ears,The Serendipity Singers,1964,131133,4,0.758,0.543,11,-10.046,1,0.042,0.662,0.0,0.202,0.86,128.401,14,Folk,2754,The Serendipity Singers,1964,1964,0,0
4157,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,1964,166360,4,0.785,0.34,2,-15.593,1,0.192,0.752,0.0,0.107,0.652,129.007,27,Folk,2754,The Serendipity Singers,1964,1964,0,0
4158,Whale Of A Tale,The Serendipity Singers,1964,140973,4,0.514,0.454,5,-13.8,1,0.0875,0.801,4.71e-06,0.0783,0.952,201.978,10,Folk,2754,The Serendipity Singers,1964,1964,0,0
4159,Blowin' in the Wind,The Village Stompers,1963,119240,4,0.541,0.528,9,-10.148,1,0.048,0.809,0.369,0.644,0.949,174.069,2,Folk,2809,The Village Stompers,1963,1963,0,0
4160,Yesterday,The Village Stompers,1963,142240,4,0.479,0.39,7,-8.178,0,0.0288,0.877,0.846,0.158,0.443,90.579,4,Folk,2809,The Village Stompers,1963,1963,0,0
4161,"So Long,It's Been Good To Know Yuh",The Weavers,1940,143493,4,0.583,0.369,11,-13.989,1,0.163,0.784,0.0,0.991,0.857,113.367,3,Folk,2811,The Weavers,1940,1956,16,0
4162,Goodnight Irene,The Weavers,1950,201546,3,0.343,0.248,5,-10.713,1,0.0282,0.831,0.0,0.198,0.548,140.326,14,Folk,2811,The Weavers,1940,1956,16,10
4163,Rock Island Line,The Weavers,1950,141992,4,0.569,0.529,7,-11.907,1,0.226,0.966,7.39e-05,0.699,0.75,161.441,4,Folk,2811,The Weavers,1940,1956,16,10
4164,"Tzena,Tzena,Tzena",The Weavers,1950,165906,4,0.605,0.657,10,-8.13,1,0.0835,0.686,3.57e-06,0.344,0.917,151.679,3,Folk,2811,The Weavers,1940,1956,16,10
4165,Kisses Sweeter Than Wine,The Weavers,1951,193800,4,0.474,0.194,7,-18.412,1,0.06,0.736,3.04e-06,0.815,0.344,143.483,11,Folk,2811,The Weavers,1940,1956,16,11
4166,On Top Of Old Smoky,The Weavers,1951,163266,3,0.421,0.464,11,-9.033,1,0.0367,0.869,0.0,0.225,0.657,167.947,11,Folk,2811,The Weavers,1940,1956,16,11
4167,Wimoweh,The Weavers,1951,109893,4,0.458,0.36,6,-16.388,1,0.0425,0.734,0.000908,0.99,0.758,115.863,17,Folk,2811,The Weavers,1940,1956,16,11
4168,Darling Corey,The Weavers,1955,119638,4,0.518,0.583,1,-13.031,1,0.0473,0.913,0.000738,0.709,0.596,78.184,3,Folk,2811,The Weavers,1940,1956,16,15
4169,"Wreck Of The ""John B""",The Weavers,1956,140866,4,0.527,0.266,4,-20.197,1,0.165,0.752,0.0,0.679,0.654,140.23,9,Folk,2811,The Weavers,1940,1956,16,16
4170,Buzzin' Fly,Tim Buckley,1969,364160,4,0.456,0.323,5,-13.053,1,0.0337,0.711,0.032,0.204,0.418,120.937,39,Folk,2833,Tim Buckley,1969,1969,0,0
4171,Song to the Siren - 2006 Remaster,Tim Buckley,1969,206120,4,0.27,0.17,10,-14.815,1,0.0382,0.944,0.000284,0.109,0.121,85.735,7,Folk,2833,Tim Buckley,1969,1969,0,0
4172,Song to the Siren - Take 7,Tim Buckley,1969,208400,4,0.577,0.0513,4,-21.308,1,0.0331,0.845,0.000139,0.106,0.068,67.657,48,Folk,2833,Tim Buckley,1969,1969,0,0
4173,The River,Tim Buckley,1969,349400,4,0.351,0.165,5,-19.816,1,0.0327,0.886,0.168,0.091,0.237,146.998,15,Folk,2833,Tim Buckley,1969,1969,0,0
4174,Wayfaring Stranger/You Got me Runnin',Tim Buckley,1969,788533,3,0.299,0.239,0,-17.196,1,0.0523,0.715,2.33e-05,0.702,0.194,62.12,6,Folk,2833,Tim Buckley,1969,1969,0,0
4175,Bottle of Wine,Tom Paxton,1964,142773,4,0.561,0.312,7,-13.931,1,0.0367,0.821,1.49e-06,0.112,0.634,85.57,24,Folk,2851,Tom Paxton,1964,1965,1,0
4176,How Come the Sun,Tom Paxton,1964,313613,3,0.401,0.173,6,-15.513,0,0.0308,0.674,0.0595,0.153,0.157,131.296,1,Folk,2851,Tom Paxton,1964,1965,1,0
4177,What Did You Learn in School Today?,Tom Paxton,1964,104373,4,0.834,0.54,2,-6.981,1,0.0342,0.811,4.94e-05,0.25,0.863,123.118,20,Folk,2851,Tom Paxton,1964,1965,1,0
4178,Peace Will Come,Tom Paxton,1965,159093,4,0.584,0.609,7,-14.322,1,0.0297,0.355,0.00652,0.12,0.685,140.597,16,Folk,2851,Tom Paxton,1964,1965,1,1
4179,Pete's Shoulders (The Power of Song),Tom Paxton,1965,244906,4,0.415,0.313,3,-10.123,1,0.0378,0.817,0.0,0.18,0.534,156.049,1,Folk,2851,Tom Paxton,1964,1965,1,1
4180,Talking Vietnam Potluck Blues,Tom Paxton,1965,204093,4,0.584,0.342,7,-15.28,1,0.151,0.572,0.0,0.821,0.709,120.773,11,Folk,2851,Tom Paxton,1964,1965,1,1
4181,The Last Thing on My Mind,Tom Paxton,1965,186320,4,0.579,0.0998,9,-15.232,1,0.0319,0.883,8.22e-05,0.111,0.448,82.203,39,Folk,2851,Tom Paxton,1964,1965,1,1
4182,Child's Song,Tom Rush,1968,249426,4,0.395,0.0717,4,-25.141,1,0.0426,0.89,0.627,0.0892,0.29,157.45,27,Folk,2854,Tom Rush,1968,1969,1,0
4183,No Regrets - 2008 Remaster,Tom Rush,1968,231800,4,0.681,0.32,11,-16.073,1,0.0364,0.686,0.0939,0.145,0.329,110.147,31,Folk,2854,Tom Rush,1968,1969,1,0
4184,Rockport Sunday - 2008 Remaster,Tom Rush,1968,277000,3,0.433,0.0456,11,-23.02,1,0.0562,0.942,0.899,0.0994,0.0537,79.681,15,Folk,2854,Tom Rush,1968,1969,1,0
4185,The Circle Game - 2008 Remaster,Tom Rush,1968,317133,4,0.618,0.177,11,-20.312,1,0.0341,0.759,0.372,0.101,0.283,104.516,27,Folk,2854,Tom Rush,1968,1969,1,0
4186,Urge for Going - 2008 Remaster,Tom Rush,1968,351773,4,0.59,0.121,4,-19.948,1,0.0343,0.846,0.00928,0.111,0.154,97.649,28,Folk,2854,Tom Rush,1968,1969,1,0
4187,Joshua Gone Barbados,Tom Rush,1969,252853,4,0.567,0.101,6,-18.138,1,0.0401,0.929,0.000287,0.113,0.402,121.216,12,Folk,2854,Tom Rush,1968,1969,1,1
4188,Waiting Around to Die,Townes Van Zandt,1968,165186,4,0.551,0.233,6,-18.251,0,0.0312,0.71,0.000949,0.11,0.659,89.574,52,Folk,2886,Townes Van Zandt,1968,1972,4,0
4189,Flyin' Shoes,Townes Van Zandt,1969,269466,4,0.479,0.157,9,-17.198,0,0.0358,0.585,1.7e-05,0.108,0.251,135.17,28,Folk,2886,Townes Van Zandt,1968,1972,4,1
4190,If I Needed You,Townes Van Zandt,1969,224200,4,0.622,0.315,11,-16.641,1,0.0329,0.558,0.0303,0.0849,0.676,75.703,48,Folk,2886,Townes Van Zandt,1968,1972,4,1
4191,Kathleen,Townes Van Zandt,1969,167453,4,0.428,0.115,1,-17.311,0,0.0306,0.771,2.67e-05,0.0516,0.331,91.69,32,Folk,2886,Townes Van Zandt,1968,1972,4,1
4192,Loretta,Townes Van Zandt,1969,234400,4,0.522,0.212,7,-16.275,1,0.0297,0.155,1.55e-06,0.0764,0.601,79.916,27,Folk,2886,Townes Van Zandt,1968,1972,4,1
4193,Tecumseh Valley,Townes Van Zandt,1969,295106,4,0.43,0.137,0,-16.523,1,0.0317,0.758,0.000152,0.127,0.371,132.958,28,Folk,2886,Townes Van Zandt,1968,1972,4,1
4194,Pancho and Lefty,Townes Van Zandt,1972,241080,4,0.257,0.453,2,-8.063,1,0.0305,0.44,5.05e-06,0.564,0.397,148.848,26,Folk,2886,Townes Van Zandt,1968,1972,4,4
4195,Rake,Townes Van Zandt,1972,247013,3,0.448,0.207,0,-17.395,1,0.0395,0.918,0.0,0.0786,0.253,132.18,27,Folk,2886,Townes Van Zandt,1968,1972,4,4
4196,To Live Is To Fly,Townes Van Zandt,1972,195640,4,0.672,0.285,2,-18.285,1,0.0422,0.657,0.00277,0.114,0.662,73.754,42,Folk,2886,Townes Van Zandt,1968,1972,4,4
4197,Baby Can I Hold You,Tracy Chapman,1988,193120,4,0.692,0.422,2,-10.533,1,0.0333,0.0811,0.0,0.0848,0.468,74.375,77,Folk,2889,Tracy Chapman,1988,1996,8,0
4198,Fast Car,Tracy Chapman,1988,296800,4,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,80,Folk,2889,Tracy Chapman,1988,1996,8,0
4199,Talkin' Bout a Revolution,Tracy Chapman,1988,161600,4,0.561,0.732,7,-6.178,1,0.0281,0.329,0.000228,0.0755,0.671,118.975,68,Folk,2889,Tracy Chapman,1988,1996,8,0
4200,Give Me One Reason,Tracy Chapman,1995,268333,4,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-06,0.108,0.602,100.22,73,Folk,2889,Tracy Chapman,1988,1996,8,7
4201,Woman's Work,Tracy Chapman,1995,121346,4,0.423,0.239,4,-16.502,0,0.0318,0.0488,0.00261,0.292,0.216,81.024,22,Folk,2889,Tracy Chapman,1988,1996,8,7
4202,The Promise,Tracy Chapman,1996,327866,4,0.496,0.0975,1,-17.234,1,0.0318,0.703,0.000714,0.0951,0.36,141.397,58,Folk,2889,Tracy Chapman,1988,1996,8,8
4203,All Used Up,Utah Phillips,1983,139680,3,0.558,0.281,4,-13.681,1,0.0671,0.864,0.0,0.669,0.65,110.196,23,Folk,2917,Utah Phillips,1983,1983,0,0
4204,Green Rolling Hills of West Virginia,Utah Phillips,1983,135600,4,0.484,0.306,2,-13.011,1,0.0352,0.954,0.00608,0.527,0.437,95.985,12,Folk,2917,Utah Phillips,1983,1983,0,0
4205,The Telling Takes Me Home,Utah Phillips,1983,155493,4,0.592,0.212,7,-13.31,1,0.184,0.888,0.0,0.0937,0.475,91.7,9,Folk,2917,Utah Phillips,1983,1983,0,0
4206,"Utah on ""I Think Of You""",Utah Phillips,1983,54413,4,0.715,0.136,8,-24.415,1,0.95,0.658,0.0,0.376,0.571,99.23,0,Folk,2917,Utah Phillips,1983,1983,0,0
4207,Hard Traveling,Woody Guthrie,1940,152960,4,0.602,0.197,2,-16.182,1,0.0574,0.934,0.312,0.113,0.876,128.871,32,Folk,2991,Woody Guthrie,1940,1940,0,0
4208,I Ain't Got No Home In This World Anymore,Woody Guthrie,1940,163800,4,0.583,0.261,7,-11.811,1,0.0363,0.972,0.00069,0.13,0.615,120.18,31,Folk,2991,Woody Guthrie,1940,1940,0,0
4209,Pastures Of Plenty,Woody Guthrie,1940,144600,4,0.592,0.181,2,-15.507,1,0.0865,0.968,0.554,0.12,0.535,126.571,25,Folk,2991,Woody Guthrie,1940,1940,0,0
4210,Pretty Boy Floyd,Woody Guthrie,1940,183093,4,0.621,0.0533,10,-19.489,1,0.0598,0.984,0.00441,0.13,0.457,128.81,17,Folk,2991,Woody Guthrie,1940,1940,0,0
4211,The Great Dust Storm (Dust Storm Disaster),Woody Guthrie,1940,197706,3,0.608,0.227,4,-11.129,1,0.0375,0.777,0.0,0.163,0.643,105.931,14,Folk,2991,Woody Guthrie,1940,1940,0,0
